,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label
646,2616,boostcamp-sts-v1-train-2616,petition-rtt,현 경제상황및 경제비전 대통령님의 직접 브리핑요청합니다.,현재의 경제 상황과 경제 비전에 대해 대통령에게 직접 브리핑을 요청합니다.,4.4,1.0
647,2628,boostcamp-sts-v1-train-2628,slack-rtt,행운의 편지…? ㅋㅋㅋ,행운의 편지...? 하하하.,4.4,1.0
648,2629,boostcamp-sts-v1-train-2629,nsmc-sampled,말이 필요없는 수작.,말이 필요 없어.,2.8,1.0
649,2632,boostcamp-sts-v1-train-2632,nsmc-sampled,이영화는참너무 신기함.,이 영화는 정말 말이 필요 없다,1.4,0.0
650,2634,boostcamp-sts-v1-train-2634,nsmc-sampled,킬링타임 영화중에서 최고로 뽑아도 손색이 없을듯...,내가 샀을 때 나온 영화인데 지금 봐도 손색없어.,1.6,0.0
651,2637,boostcamp-sts-v1-train-2637,petition-sampled,"대통령님 국정원, 대법원, 기무사 사태로 인해 국민의 분노는 한계 다다랐습니다.",국민의 인내는 임계점을 넘었습니다.,1.8,0.0
652,2641,boostcamp-sts-v1-train-2641,petition-sampled,여대를 남녀공학으로 전환 청원합니다,여대를 남녀공학으로 전환 또는 폐지 청원합니다.,2.8,1.0
653,2645,boostcamp-sts-v1-train-2645,slack-rtt,우리 모두 화이팅입니다!!,우리 모두 파이팅!!,4.4,1.0
654,2650,boostcamp-sts-v1-train-2650,slack-rtt,금요일이 되어서야 올려봅니다 ㅎㅎ,금요일만 올릴게요.,2.8,1.0
655,2651,boostcamp-sts-v1-train-2651,petition-rtt,"가상화폐 관련주 투자한 사람입니다,.",암호화폐 관련 주에 투자한 사람입니다.,4.4,1.0
656,2658,boostcamp-sts-v1-train-2658,petition-sampled,성별없는 국가의 의무를 요청합니다.,성별 관계가 없는 국가의 의무를 요청합니다.,4.4,1.0
657,2662,boostcamp-sts-v1-train-2662,petition-rtt,가정폭력 가해자를 강력처벌 요구합니다.,가정폭력 가해자에 대한 강력한 처벌을 요구합니다.,4.8,1.0
658,2669,boostcamp-sts-v1-train-2669,nsmc-sampled,간간히 나오는 농담과 배우들의 연기 역시 매력적이었다.,도입부도 신선해 배우들의 연기 세트 분장 모두 훌륭하다.,2.2,0.0
659,2670,boostcamp-sts-v1-train-2670,slack-sampled,8등~~~ <PERSON> 님과 재밌는 이야기 나눴습니다 ㅋㅋ,매일 보는 CE 팀의 <PERSON>씨와 이야기를 나누었습니다~!,2.2,0.0
660,2673,boostcamp-sts-v1-train-2673,petition-sampled,국민연금 개편안 제안,국민연금 개편안에 대한 반대 의견,1.4,0.0
661,2676,boostcamp-sts-v1-train-2676,nsmc-sampled,솔직히 돈주고 보기 아까웠다,개인적으로 내용도 그렇고 좀 달랐어요. 돈 주고 보기 아까웠을 정도로,2.8,1.0
662,2678,boostcamp-sts-v1-train-2678,slack-sampled,User Test가 필요하시다면 언제든 불러주시길 ㅎㅎ,일손 필요하시면 불러주세요! ㅋㅋ,2.0,0.0
663,2679,boostcamp-sts-v1-train-2679,nsmc-sampled,스토리는 없고 그냥 죽이는데만 정신팔려있네..,스토리는 없고 죽어 가는 영화.,2.8,1.0
664,2682,boostcamp-sts-v1-train-2682,petition-rtt,타시도 교육공무직 경력인정,타 도시 교육공무원 경력 인정,4.6,1.0
665,2684,boostcamp-sts-v1-train-2684,slack-rtt,참 멋진 곳에서 많이 배우고 성장하고 있구나~,당신은 훌륭한 곳에서 배우고 성장하고 있습니다.,3.5,1.0
666,2685,boostcamp-sts-v1-train-2685,petition-rtt,간호조무사 자격신고 기간늘려주세요.,간호조무사 자격 등록 기간을 연장해 주세요.,3.5,1.0
667,2687,boostcamp-sts-v1-train-2687,nsmc-sampled,액션 오락물로 최상급의 끝내주는 재미..,최고의 구토나 자 액션!!,1.4,0.0
668,2690,boostcamp-sts-v1-train-2690,nsmc-sampled,가끔씩 끊어져서 그렇지 영화는 정말 추억의 명화...,전에 봤는데 정말 너무 좋은 영화...,1.6,0.0
669,2691,boostcamp-sts-v1-train-2691,petition-sampled,이명박 출국금지 해야지요 당연히,이명박 출국금지하지 않으면 도망갑니다.,2.8,1.0
670,2696,boostcamp-sts-v1-train-2696,nsmc-sampled,점점 갈수록 슬퍼지며 감동을느끼고 그만 눈물을 흘렸습니다...,처음에는 몰랐는데... 시간이 지날수록 슬픔이 쌓였어요.,1.6,0.0
671,2699,boostcamp-sts-v1-train-2699,petition-sampled,음주사고 가중처벌법 제정,음주운전 처벌 법 강화 부탁드립니다.,2.6,1.0
672,2700,boostcamp-sts-v1-train-2700,petition-sampled,청원게시판 없에주세요.,청원 게시판을 없애주세요.,5.0,1.0
673,2704,boostcamp-sts-v1-train-2704,slack-rtt,회사근처에 아쿠아플래닛도 생겼습니다!!,회사 근처에 아쿠아 플라넷 도 생겼어요!!,4.4,1.0
674,2705,boostcamp-sts-v1-train-2705,petition-rtt,보행자 도로(인도) 위의 무법 오토바이 언제까지 사람이 필해야 합니까,보행자 도로(보도)의 무법 오토바이,2.2,0.0
675,2707,boostcamp-sts-v1-train-2707,petition-rtt,"대한민국 군대, 이제 모병으로 전환 해라!!!!!!!!!!!!!",대한민국 육군 이제 신병으로 전환!!!!!!!!!!!!!!!,1.6,0.0
676,2708,boostcamp-sts-v1-train-2708,slack-rtt,"여기서 나오는 메트릭(efficacy)이 뉴스같은데도 자주 나오고 해서 어떤 메트릭인지 항상 궁금했었는데, 얼마전에 잘 설명해준 유튜브영상을 봐서 공유드립니다ㅎㅎ",여기에 나오는 메트릭은 종종 뉴스와 같아서 어떤 종류의 메트릭인지 항상 궁금했어요.,2.4,0.0
677,2720,boostcamp-sts-v1-train-2720,slack-sampled,우와아아 사진들이 다 너무 예뻐요..,와… 사진이 너무 놀라워요.,2.0,0.0
678,2724,boostcamp-sts-v1-train-2724,slack-rtt,ㅋㅋ하 이렇게 공표되어버리다니 진짜 해야겟네요….,이렇게 발표하려면 진짜 해봐야지.,2.4,0.0
679,2727,boostcamp-sts-v1-train-2727,nsmc-sampled,이딴식의 영화 너무 짜증남.,이런 카메라 기법이 너무 싫다.,1.4,0.0
680,2732,boostcamp-sts-v1-train-2732,slack-rtt,쉽지 않을 것 같은데 요청드려볼까요,쉽다고 생각하지 마세요. 물어보자.,1.6,0.0
681,2736,boostcamp-sts-v1-train-2736,slack-sampled,어제 <PERSON> 과 회식 진행했습니다!,어제 <PERSON>씨 <PERSON>씨와 함께 점심을 먹었습니다.,1.6,0.0
682,2742,boostcamp-sts-v1-train-2742,slack-rtt,불금을 이거로 태워보려구요,이걸로 태울게.,2.6,1.0
683,2746,boostcamp-sts-v1-train-2746,slack-rtt,저희끼리 얼굴 나온 사진은 정작 안찍었네요...,사실 저희 얼굴은 안 찍었어요.,2.6,1.0
684,2753,boostcamp-sts-v1-train-2753,slack-sampled,두런두런 얘기 나누는 시간이었습니다.,'제주' 얘기로 여러 가지 얘기를 했어요.,2.2,0.0
685,2754,boostcamp-sts-v1-train-2754,nsmc-rtt,영화자체로는 별점개주고싶지만 레오때문에 개준다,영화 자체에 별을 주고 싶었지만 레오 때문에 포기했다.,2.2,0.0
686,2757,boostcamp-sts-v1-train-2757,petition-sampled,단말기 완전자급제의 함정,단말기 완전 자급제 도입,1.8,0.0
687,2763,boostcamp-sts-v1-train-2763,slack-rtt,먹느라 바빠서 사진을 너무 대충찍었네요 ㅎㅎ,먹느라 바빠서 사진을 너무 많이 찍었어요.,2.6,1.0
688,2768,boostcamp-sts-v1-train-2768,nsmc-sampled,그냥 막 울컥햇다.,마지막에 울 뻔했어.,2.6,1.0
689,2770,boostcamp-sts-v1-train-2770,slack-rtt,이게 책자에 실릴거라 화질을 고화질로 부탁하셨는데..! ㅎㅎ,이건 소책자에 나와있어서 고화질로 부탁드려요.,3.5,1.0
690,2772,boostcamp-sts-v1-train-2772,petition-sampled,정형식 판사에 대한 청원 > 검색하기,정현식 판사에게 이 판결과 그간의 판결에 대한 특별감사를 청원합니다.,2.4,0.0
691,2774,boostcamp-sts-v1-train-2774,petition-rtt,할말은하고 해야하는데 물론 정부포상안받아도그만 받아도그만,할 말은 해야지.,1.6,0.0
692,2779,boostcamp-sts-v1-train-2779,petition-sampled,일 안하는 국회의원 월급 반납하라!(무노동 무임금),국회의원 세비 인상 철회하고 국민에게 사과하세요(무노동 무임금 원칙),1.8,0.0
693,2780,boostcamp-sts-v1-train-2780,slack-rtt,오오 신사역 신분당 분위기 궁금하네요.,"아, 신사역의 신분당 분위기가 궁금합니다.",4.4,1.0
694,2781,boostcamp-sts-v1-train-2781,slack-rtt,제때 안하고 있으면 리마인드도 알아서 좀 해주고요.,당신이 제시간에 그것을 하지 않으면 당신도 생각나게 할 것입니다.,1.8,0.0
695,2788,boostcamp-sts-v1-train-2788,petition-rtt,대학 학자금대출 에대하여,대학 학자금 대출에 대해서,4.8,1.0
696,2790,boostcamp-sts-v1-train-2790,slack-rtt,여기서 과연 제가 들어간다면?!,여기에 넣을 수 있다면?!,2.2,0.0
697,2791,boostcamp-sts-v1-train-2791,nsmc-sampled,솔직히 말하자면 재미없음,사람이 밥 먹는 건 그렇게 재미없어.,1.6,0.0
698,2792,boostcamp-sts-v1-train-2792,petition-sampled,음주운전 처벌을 강화해주세요,음주운전 처벌을 강화해주세요!,4.4,1.0
699,2796,boostcamp-sts-v1-train-2796,petition-rtt,"[제안] 5월, 어린이 날 및 어버이 날 시행 건...",[제안] 5월 어린이날 어버이날...,2.2,0.0
700,2798,boostcamp-sts-v1-train-2798,slack-sampled,다음에 기회가 되면 뿌요뿌요테트리스도 같이 하시지요...,"어, 저도 뿌요뿌요 테트리스를 켜주세요.",1.6,0.0
701,2807,boostcamp-sts-v1-train-2807,slack-rtt,와우~ 저한테는 거의 신급 페이스네요…,"와, 저한테는 거의 새로운 얼굴처럼...",1.4,0.0
702,2808,boostcamp-sts-v1-train-2808,nsmc-rtt,별--점 영화보긴했냐,Star --dots 영화를 본 적이 있습니까?,2.0,0.0
703,2810,boostcamp-sts-v1-train-2810,slack-sampled,다음 서울 나들이 오실 때 뵙겠습니다!,다음에 강남 오피스에 가게 되면 꼭 화요일에 만나요. ㅋㅋ,1.6,0.0
704,2812,boostcamp-sts-v1-train-2812,slack-rtt,커뮤니케이션 스터디 응원합니다,커뮤니케이션 스터디 지원,2.6,1.0
705,2818,boostcamp-sts-v1-train-2818,petition-sampled,김영철 북고위급대표 방한반대,김영철 방한 결사반대입니다.,2.8,1.0
706,2822,boostcamp-sts-v1-train-2822,nsmc-sampled,시나리오 엉성하네 결말 최악,전반적으로 허술하고 조잡하다,2.8,1.0
707,2829,boostcamp-sts-v1-train-2829,slack-rtt,그때로부터 저 정도 기간으로 예상하시면 될 것 같습니다,그때부터 일정 기간 기대할 수 있습니다.,1.4,0.0
708,2834,boostcamp-sts-v1-train-2834,nsmc-sampled,보다 잠들뻔했네 ㄷㄷㄷ,책을 읽어봤는데 별로 재미가 없어서 자버렸어.,2.2,0.0
709,2841,boostcamp-sts-v1-train-2841,slack-sampled,“너무 제 결혼 얘기만 하는 것 같은데요;;”,밥 먹으면서 우리 얘기만 재밌게 한 것 같은데.. (여러분 괜찮으셨죠...)????^^;;),1.4,0.0
710,2848,boostcamp-sts-v1-train-2848,petition-sampled,김보름 박지우 장수지,김보름 박지성 국가대표 자격 없어,1.6,0.0
711,2850,boostcamp-sts-v1-train-2850,slack-sampled,향하는 곳은 어디인가요?,여기가 어디입니까?,1.4,0.0
712,2852,boostcamp-sts-v1-train-2852,nsmc-sampled,진짜 재미있었습니다,정말 재밌었어요.,4.4,1.0
713,2858,boostcamp-sts-v1-train-2858,nsmc-rtt,새벽에 보면 좋은영화,아침에 보기 좋은 영화,2.0,0.0
714,2859,boostcamp-sts-v1-train-2859,nsmc-sampled,참고 보기 힘들었다..,너무 심심해서 힘들었어.,2.8,1.0
715,2861,boostcamp-sts-v1-train-2861,nsmc-rtt,독수리 형제 몇번에서 그리고 몇 시에 나와요.,"이글 브라더스는 몇 시, 몇 시에 나옵니까?",2.8,1.0
716,2866,boostcamp-sts-v1-train-2866,petition-sampled,크림하우스 처벌해주세요,크림 하우스 처벌 부탁드립니다.,4.4,1.0
717,2868,boostcamp-sts-v1-train-2868,petition-sampled,문재인 대통령께 부탁드립니다,문재인 대통령에게 묻고 싶습니다.,2.0,0.0
718,2876,boostcamp-sts-v1-train-2876,nsmc-sampled,예전에 극장에서 봤는데 진짜 재미없다,유선으로 하니까 봤는데 진짜 재미없어.,2.2,0.0
719,2877,boostcamp-sts-v1-train-2877,nsmc-sampled,재미있고 다른 느낌이라 더욱 좋았던것 같습니다,실제로 있을 법한 내용이라 더 재밌는 것 같아요.,2.4,0.0
720,2878,boostcamp-sts-v1-train-2878,nsmc-sampled,정말 재밌었어요..,너무 재밌었어요.,4.6,1.0
721,2879,boostcamp-sts-v1-train-2879,nsmc-sampled,헐리우드식 킬링타임용 영화가 아니다.,킬링타임용 영화에도 정도라는 게 있다.,1.4,0.0
722,2887,boostcamp-sts-v1-train-2887,nsmc-sampled,어렸을때 매젬게 본 영화 강추~~~,어렸을 때 정말 무서웠던 영화~~,2.4,0.0
723,2889,boostcamp-sts-v1-train-2889,nsmc-rtt,믿고보는 리암니슨!!,"리암 리슨, 샬리즈의 셀론 최고!!!",1.8,0.0
724,2892,boostcamp-sts-v1-train-2892,nsmc-sampled,너무 기대해서 봤나.... 정말 실망..;;,SF 적으로 바뀌어서 실망...,2.2,0.0
725,2905,boostcamp-sts-v1-train-2905,petition-sampled,외상환자 살려주세요,외상센터에 지원하세요.,1.4,0.0
726,2909,boostcamp-sts-v1-train-2909,slack-rtt,연극부 출신이 여럿 있다는 소문이!!,극장 동아리에 몇 명 있다는 소문이!!,2.5,1.0
727,2917,boostcamp-sts-v1-train-2917,slack-rtt,오늘 부터 하루만 식단 들어 갑니다. 고고!!,오늘부터 하루만 포함됩니다. 고고!!,1.6,0.0
728,2928,boostcamp-sts-v1-train-2928,nsmc-sampled,실화라니 너무 가슴 아프다...,정말 슬픕니다.,2.6,1.0
729,2929,boostcamp-sts-v1-train-2929,nsmc-sampled,어색한 엑스트라들의 연기와 진부한 대사,진부하고 진부한 대사와 코미디,2.2,0.0
730,2932,boostcamp-sts-v1-train-2932,slack-rtt,참고로 제주도에서는 고구마를 '감자'라고 부르고 감자를 '지슬'이라 부른답니다;;,참고로 제주도에서는 고구마를 '감자'라고 하고 감자를 '지슬'이라고 합니다.;;,4.4,1.0
731,2939,boostcamp-sts-v1-train-2939,petition-sampled,초등학교 돌봄교실 늘여주세요. 맞벌이가 죄인가요?,추첨제 돌봄교실 현 정부의 육아정책과 맞는 것일까요.,1.6,0.0
732,2941,boostcamp-sts-v1-train-2941,petition-rtt,부정부폐비리의천국 전정부 인전못합니다.[펌옴],부패와 부패의 낙원,1.4,0.0
733,2950,boostcamp-sts-v1-train-2950,petition-rtt,TV조선 2030에게 길을 묻다를 보면서 대한민국의 희망을 보았습니다.,TV조선 2030의 길을 묻다가 한국의 희망을 보았습니다.,4.8,1.0
734,2954,boostcamp-sts-v1-train-2954,petition-sampled,북한 핵위협 제거 방법,북한의 위협을 해소할 길이 있다.,2.4,0.0
735,2960,boostcamp-sts-v1-train-2960,petition-rtt,대한민국의 성장을 위해 공교육을 하루빨리 정상화 시켜주세요!,대한민국의 성장을 위해 하루빨리 공교육을 정상화하세요!,4.8,1.0
736,2965,boostcamp-sts-v1-train-2965,nsmc-sampled,평점 왜이리 낮지?,평점이 왜 이렇게 낮아??,4.4,1.0
737,2970,boostcamp-sts-v1-train-2970,petition-rtt,청와대 경호처는 태영호 공사를 적극 경호하라!!,청와대 경호원은 태영호를 적극 지켜라!,4.4,1.0
738,2971,boostcamp-sts-v1-train-2971,slack-sampled,제가 쓰는 앱중에서 비슷한거 있습니다.,"오, 제가 아는 무료 앱 중에 아주 좋은 게 있어요.(웃음)",1.6,0.0
739,2974,boostcamp-sts-v1-train-2974,nsmc-sampled,"재밋게본 기억이나네, 버럭범수 헿",재미있습니다。연기 제대로.,2.2,0.0
740,2976,boostcamp-sts-v1-train-2976,slack-rtt,지금은 더현대서울 팝업스토어에서 구매할 수 있다고 합니다!!,지금 현대 서울 팝업스토어에서 만나보실 수 있습니다!!,2.8,1.0
741,2982,boostcamp-sts-v1-train-2982,petition-sampled,평창 올림픽 한반도기 입장을 반대한다.,"평창올림픽 남북 단일팀 반대, 한반도기 사용 반대입니다.",2.8,1.0
742,2984,boostcamp-sts-v1-train-2984,slack-rtt,OCR 강의 감사합ㄴㅣ다 ㅋㅋ,OCR 강의 감사합니다. 하하.,4.6,1.0
743,2991,boostcamp-sts-v1-train-2991,petition-rtt,부실 태양광 발전 누굴 위하는 것인가??,"열악한 태양광 발전, 누구를 위한 것인가?",4.8,1.0
744,2994,boostcamp-sts-v1-train-2994,petition-rtt,양성평등 성평등 확실한 뜻을 제대로 밝히고 정치해주세요,남녀평등 정치의 의미를 명확히 해주세요.,2.8,1.0
745,3000,boostcamp-sts-v1-train-3000,slack-sampled,이런 저런 이야기 다 넘 재밌었습니다.,다 먹고 카페에 가서 이런저런 얘기를 했는데 너무 재밌었어요.,2.8,1.0
746,3001,boostcamp-sts-v1-train-3001,petition-rtt,국회의원 불법해외관광 전수조사 적극요구,국회의원 불법 해외 관광 전면 수사 촉구,4.4,1.0
747,3002,boostcamp-sts-v1-train-3002,slack-rtt,제주도에서 잘 있습니다,제주도에서 행운을 빌어요.,1.4,0.0
748,3004,boostcamp-sts-v1-train-3004,nsmc-sampled,재미도 없고 시간도 아깝다,재미도 없고 내용도 없고,2.4,0.0
749,3012,boostcamp-sts-v1-train-3012,nsmc-rtt,보면 화가나네 줸쟝,당신을 보면 화가 나요.,2.6,1.0
750,3014,boostcamp-sts-v1-train-3014,petition-sampled,조두순 출소반대합니다,조두순 출처 반대입니다.,5.0,1.0
751,3015,boostcamp-sts-v1-train-3015,nsmc-rtt,갑갑한 마음에 한순만 쉬었던 영화 작품성 배우연기력 몰입도 결론 잊고 싶은영화,답답해서 잠시 쉬는 영화. 잊고 싶은 영화.,2.2,0.0
752,3016,boostcamp-sts-v1-train-3016,petition-rtt,"집없는 서민들이 모여서 ""내가 내집을 짓는 지역주택조합(대구 수성범어W)"" 분양가를 현실에 맞게 책정해 주세요.",노숙자들이 모여 현실에 맞춰 '내 집 마련 지역주택조합(대구 수성 범어 W)'의 부동산 가격을 결정한다.,2.4,0.0
